stud_number;first_name;last_name;gender;email;registration_date;payment_date;registration_fee;year
3049600;Quentin;AVRILLON;H;quentin.avrillon@centralesupelec.fr;2015-10-27;2015-10-27;20.5;2016
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@centralesupelec.fr;2015-10-03;;20.5;2016
9874366;Marie Françoise;BOURDAIS;W;marie francoise.bourdais@centralesupelec.fr;2015-10-04;2015-10-04;20.5;2016
254339;Omar;BODIN;garçon;omar.bodin@centralesupelec.fr;2015-10-10;2015-10-10;20.5;2016
9094168;Sylvian;THOREAU;M;sylvian.thoreau@centralesupelec.fr;2015-09-20;2015-09-20;20.5;2016
4430853;Pierre;DAVY;garçon;pierre.davy@centralesupelec.fr;2015-09-28;2015-09-28;20.5;2016
5974057;Valéry;GUICHARD;M;valery.guichard@centralesupelec.fr;2015-09-28;2015-10-28;20.5;2016
1321828;Bernard;SAUVAGET;H;bernard.sauvaget@centralesupelec.fr;2015-09-19;2015-09-19;20.5;2016
2581714;Claudine;ROBICHON;garçon;claudine.robichon@centralesupelec.fr;2015-10-01;2015-10-31;20.5;2016
519158;Martin;MARCEAU;H;martin.marceau@centralesupelec.fr;2015-10-22;2015-10-22;20.5;2016
2643998;Marie-Neige;EVEILLARD;F;marie-neige.eveillard@centralesupelec.fr;2015-10-13;2015-10-13;20.5;2016
7066039;Jean Paul;GUIMBRETIERE;garçon;jean paul.guimbretiere@centralesupelec.fr;2015-10-20;2015-10-20;20.5;2016
2711330;Francisque;BLUTEAU;H;francisque.bluteau@centralesupelec.fr;2015-10-19;2015-10-19;20.5;2016
7967859;Marie-Danielle;ETIENNE;F;marie-danielle.etienne@centralesupelec.fr;2015-10-01;2015-10-01;20.5;2016
5620513;Marie Claude;CAILLEAUD;W;marie claude.cailleaud@centralesupelec.fr;2015-10-10;2015-10-10;20.5;2016
1673058;Marie Renée;GATE;W;marie renee.gate@centralesupelec.fr;2015-09-17;2015-09-17;20.5;2016
6657126;Elvis;RABINEAU;H;elvis.rabineau@centralesupelec.fr;2015-09-23;2015-09-23;20.5;2016
361092;Jean-Lou;LEAU;M;jean-lou.leau@centralesupelec.fr;2015-10-07;2015-11-06;20.5;2016
6939093;Angéla;PLESSIS;F;angela.plessis@centralesupelec.fr;2015-10-06;2015-10-06;20.5;2016
9440070;Samir;SUROT;H;samir.surot@centralesupelec.fr;2015-10-22;2015-11-21;20.5;2016
8186899;Rebecca;BREAU;fille;rebecca.breau@centralesupelec.fr;2015-09-27;2015-09-27;20.5;2016
1691150;Eric;CLENET;M;eric.clenet@centralesupelec.fr;2015-10-21;2015-11-20;20.5;2016
9876669;Gaetan;LAMOUREUX;garçon;gaetan.lamoureux@centralesupelec.fr;2015-10-02;2015-11-01;20.5;2016
5033619;Driss;CHARPENTIER;H;driss.charpentier@centralesupelec.fr;2015-10-26;2015-10-26;20.5;2016
2104286;Marie-Caroline;LEMAITRE;F;marie-caroline.lemaitre@centralesupelec.fr;2015-09-30;2015-09-30;20.5;2016
6606927;Salima;GUILBAULT;fille;salima.guilbault@centralesupelec.fr;2015-10-26;2015-10-26;20.5;2016
4296479;Saliha;BOISNAULT;W;saliha.boisnault@centralesupelec.fr;2015-10-03;;20.5;2016
6532698;Adeline;HOUET;fille;adeline.houet@centralesupelec.fr;2015-09-16;2015-10-16;20.5;2016
738600;Rodolphe;LUMINEAU;H;rodolphe.lumineau@centralesupelec.fr;2015-09-26;2015-10-26;20.5;2016
6112233;Jean Charles;RAHARD;H;jean charles.rahard@centralesupelec.fr;2015-10-12;2015-11-11;20.5;2016
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@centralesupelec.fr;2015-09-18;2015-10-18;20.5;2016
3900634;Saadia;GAULT;W;saadia.gault@centralesupelec.fr;2015-09-21;2015-10-21;20.5;2016
5676653;Renaud;BOUIN;H;renaud.bouin@centralesupelec.fr;2015-09-15;;20.5;2016
4480087;Adam;GOHIER;garçon;adam.gohier@centralesupelec.fr;2015-10-02;2015-11-01;20.5;2016
9232177;Mathieu;BONDU;garçon;mathieu.bondu@centralesupelec.fr;2015-10-19;2015-10-19;20.5;2016
8449746;Salah;HUPONT;H;salah.hupont@centralesupelec.fr;2015-09-28;2015-09-28;20.5;2016
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@centralesupelec.fr;2015-10-19;2015-10-19;20.5;2016
5500184;Christianne;BIOTTEAU;W;christianne.biotteau@centralesupelec.fr;2015-09-12;2015-09-12;20.5;2016
7505370;Félicie;BORDEAU;F;felicie.bordeau@centralesupelec.fr;2015-10-09;2015-10-09;20.5;2016
9149537;Edward;FUZEAU;H;edward.fuzeau@centralesupelec.fr;2015-09-27;2015-09-27;20.5;2016
6655783;Zineb;ALGOURDIN;W;zineb.algourdin@centralesupelec.fr;2015-10-21;2015-10-21;20.5;2016
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@centralesupelec.fr;2015-10-25;2015-10-25;20.5;2016
5431327;Moise;LORRE;M;moise.lorre@centralesupelec.fr;2015-10-24;2015-11-23;20.5;2016
4239962;Conchita;SUTEAU;fille;conchita.suteau@centralesupelec.fr;2015-10-12;2015-10-12;20.5;2016
1653783;Erick;RUEL;garçon;erick.ruel@centralesupelec.fr;2015-10-16;;20.5;2016
8446594;Alexia;CHAIGNEAU;fille;alexia.chaigneau@centralesupelec.fr;2015-10-27;2015-10-27;20.5;2016
8347453;Régine;GEORGET;M;regine.georget@centralesupelec.fr;2015-09-22;2015-09-22;20.5;2016
2571528;Samira;CHAUVIERE;W;samira.chauviere@centralesupelec.fr;2015-10-09;2015-11-08;20.5;2016
3532542;Linda;CIROT;F;linda.cirot@centralesupelec.fr;2015-09-13;2015-10-13;20.5;2016
8788150;Elizabeth;PERRAULT;F;elizabeth.perrault@centralesupelec.fr;2015-10-08;2015-10-08;20.5;2016
2385670;Marie Dominique;BEUROIS;F;marie dominique.beurois@centralesupelec.fr;2015-09-29;2015-09-29;20.5;2016
9828995;Christophe;BARRAUD;W;christophe.barraud@centralesupelec.fr;2015-09-22;2015-09-22;20.5;2016
6638000;David;JADAUD;fille;david.jadaud@centralesupelec.fr;2015-09-12;;20.5;2016
1963506;Vivien;RELION;garçon;vivien.relion@centralesupelec.fr;2015-10-21;2015-10-21;20.5;2016
2466003;Leon;SOULARD;garçon;leon.soulard@centralesupelec.fr;2015-09-30;2015-09-30;20.5;2016
1946716;Romaric;CHOQUET;garçon;romaric.choquet@centralesupelec.fr;2015-09-15;2015-09-15;20.5;2016
9893872;Donat;ABELLARD;H;donat.abellard@centralesupelec.fr;2015-10-06;2015-10-06;20.5;2016
1094114;Anne-Yvonne;DELAGE;F;anne-yvonne.delage@centralesupelec.fr;2015-09-14;2015-09-14;20.5;2016
7404021;Gervais;MORIN;M;gervais.morin@centralesupelec.fr;2015-09-14;2015-10-14;20.5;2016
3122629;Gautier;DELAPORTE;garçon;gautier.delaporte@centralesupelec.fr;2015-09-25;2015-10-25;20.5;2016
3530514;Helen;RABINEAU;F;helen.rabineau@centralesupelec.fr;2016-10-15;2016-10-15;25.5;2017
7208231;Florian;COEFFARD;M;florian.coeffard@centralesupelec.fr;2016-10-23;2016-11-22;25.5;2017
3911039;Christiane;LE GOFF;W;christiane.le goff@centralesupelec.fr;2016-10-21;;25.5;2017
5876984;Jacob;ROUSSIERE;garçon;jacob.roussiere@centralesupelec.fr;2016-09-29;2016-09-29;25.5;2017
3349644;Carinne;BABARIT;F;carinne.babarit@centralesupelec.fr;2016-10-12;2016-10-12;25.5;2017
2321657;Léonie;RELION;F;leonie.relion@centralesupelec.fr;2016-10-17;2016-11-16;25.5;2017
2357186;Marie-Helene;COUVREUR;W;marie-helene.couvreur@centralesupelec.fr;2016-09-27;2016-09-27;25.5;2017
4265828;Denis;HODE;fille;denis.hode@centralesupelec.fr;2016-09-29;2016-09-29;25.5;2017
2665152;Marie Odile;REVEILLERE;W;marie odile.reveillere@centralesupelec.fr;2016-09-15;2016-09-15;25.5;2017
4583291;Suzy;COSNARD;fille;suzy.cosnard@centralesupelec.fr;2016-10-09;2016-10-09;25.5;2017
6060655;Gina;GUILLEMET;fille;gina.guillemet@centralesupelec.fr;2016-10-22;2016-11-21;25.5;2017
1663442;Théodore;BOMARD;garçon;theodore.bomard@centralesupelec.fr;2016-10-18;2016-11-17;25.5;2017
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@centralesupelec.fr;2016-09-18;2016-09-18;25.5;2017
1125045;Chantale;ROGER;W;chantale.roger@centralesupelec.fr;2016-10-14;2016-10-14;25.5;2017
5991458;Chrystele;DUBOIS;F;chrystele.dubois@centralesupelec.fr;2016-10-04;2016-10-04;25.5;2017
1470462;Mohamed;DOUCET;H;mohamed.doucet@centralesupelec.fr;2016-10-26;2016-11-25;25.5;2017
400929;Vincenzo;EDIN;H;vincenzo.edin@centralesupelec.fr;2016-10-13;2016-10-13;25.5;2017
1942196;Constantin;LIZE;H;constantin.lize@centralesupelec.fr;2016-10-06;2016-11-05;25.5;2017
1548313;Claude;PAULEAU;F;claude.pauleau@centralesupelec.fr;2016-10-14;;25.5;2017
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
5905613;Fany;LE ROY;W;fany.le roy@centralesupelec.fr;2016-10-20;2016-10-20;25.5;2017
7812504;Steeve;LUCAS;H;steeve.lucas@centralesupelec.fr;2016-09-22;2016-10-22;25.5;2017
4309490;Frédéric;BASLE;W;frederic.basle@centralesupelec.fr;2016-09-15;2016-09-15;25.5;2017
6987488;Lise-Marie;BEAUMIER;W;lise-marie.beaumier@centralesupelec.fr;2016-10-23;2016-10-23;25.5;2017
9060073;Gilbert;MARQUET;M;gilbert.marquet@centralesupelec.fr;2016-10-16;2016-10-16;25.5;2017
9419081;Arnauld;MESNARD;garçon;arnauld.mesnard@centralesupelec.fr;2016-10-08;2016-10-08;25.5;2017
1865983;Jean-Léon;CHEREAU;H;jean-leon.chereau@centralesupelec.fr;2016-10-01;2016-10-01;25.5;2017
4142842;Jean-José;BONNEAU;M;jean-jose.bonneau@centralesupelec.fr;2016-10-05;2016-10-05;25.5;2017
4143600;Santiago;HURTAUD;M;santiago.hurtaud@centralesupelec.fr;2016-09-20;2016-09-20;25.5;2017
2184742;Halima;CHALLIER;fille;halima.challier@centralesupelec.fr;2016-09-19;2016-09-19;25.5;2017
7997977;Eva;SORIN;fille;eva.sorin@centralesupelec.fr;2016-09-25;2016-09-25;25.5;2017
1562758;Pascaline;DUPONT;W;pascaline.dupont@centralesupelec.fr;2016-10-13;2016-11-12;25.5;2017
2492393;Moussa;LEMOINE;H;moussa.lemoine@centralesupelec.fr;2016-09-14;2016-10-14;25.5;2017
3552069;Francisco;BIEMON;H;francisco.biemon@centralesupelec.fr;2016-09-24;2016-10-24;25.5;2017
3654631;Noëlle;BLOT;M;noelle.blot@centralesupelec.fr;2016-09-18;2016-09-18;25.5;2017
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@centralesupelec.fr;2016-09-28;2016-09-28;25.5;2017
3770467;René-Claude;MEIGNANT;M;rene-claude.meignant@centralesupelec.fr;2016-10-14;2016-11-13;25.5;2017
6555383;Bruce;BEAUFRETON;garçon;bruce.beaufreton@centralesupelec.fr;2016-09-11;2016-09-11;25.5;2017
3273815;John;RIVAULT;garçon;john.rivault@centralesupelec.fr;2016-09-14;2016-10-14;25.5;2017
3806289;Frédérique;MOREAU;W;frederique.moreau@centralesupelec.fr;2016-09-23;2016-09-23;25.5;2017
5668218;Gildas;LIBAUD;garçon;gildas.libaud@centralesupelec.fr;2016-10-06;2016-10-06;25.5;2017
5547837;Guilaine;PICHONNEAU;fille;guilaine.pichonneau@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
7272063;Valérie;MAILLOCHON;fille;valerie.maillochon@centralesupelec.fr;2016-09-11;2016-09-11;25.5;2017
5421882;Pierre Louis;PRIEUR;H;pierre louis.prieur@centralesupelec.fr;2016-10-07;2016-10-07;25.5;2017
5902875;Olivier;MAHE;M;olivier.mahe@centralesupelec.fr;2016-10-23;2016-10-23;25.5;2017
2598785;Marie-Josée;COULONNIER;fille;marie-josee.coulonnier@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
3043614;Dany;LIGER;H;dany.liger@centralesupelec.fr;2016-09-16;2016-10-16;25.5;2017
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@centralesupelec.fr;2016-10-09;2016-10-09;25.5;2017
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@centralesupelec.fr;2016-09-20;2016-09-20;25.5;2017
8354927;Jean-Georges;LEPAGE;H;jean-georges.lepage@centralesupelec.fr;2016-09-28;2016-09-28;25.5;2017
9377131;Elio;LEROUX;M;elio.leroux@centralesupelec.fr;2016-09-22;2016-10-22;25.5;2017
8889641;Salah;GAILLARD;garçon;salah.gaillard@centralesupelec.fr;2016-09-20;2016-10-20;25.5;2017
5106993;Marie-Amélie;DELORME;F;marie-amelie.delorme@centralesupelec.fr;2016-10-09;2016-10-09;25.5;2017
4434849;Gisèle;ANDRAULT;W;gisele.andrault@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
8623571;Kheira;ROTUREAU;W;kheira.rotureau@centralesupelec.fr;2016-10-24;2016-10-24;25.5;2017
2904145;Djamila;CHEVRIER;W;djamila.chevrier@centralesupelec.fr;2016-10-25;2016-10-25;25.5;2017
2464497;Maggy;LELIEVRE;fille;maggy.lelievre@centralesupelec.fr;2016-10-12;2016-10-12;25.5;2017
1119943;Maude;ALGOURDIN;fille;maude.algourdin@centralesupelec.fr;2016-10-09;2016-11-08;25.5;2017
3479955;Marie-Elisabeth;RAVARY;F;marie-elisabeth.ravary@centralesupelec.fr;2016-10-15;2016-10-15;25.5;2017
1898596;Keith;BUROT;H;keith.burot@centralesupelec.fr;2016-09-20;2016-09-20;25.5;2017
6507216;Paul-André;LEFEVRE;H;paul-andre.lefevre@centralesupelec.fr;2016-10-12;2016-11-11;25.5;2017
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@centralesupelec.fr;2016-10-17;2016-10-17;25.5;2017
5089004;Vincenza;DELAHAIE;fille;vincenza.delahaie@centralesupelec.fr;2016-10-24;2016-10-24;25.5;2017
6802351;Muguette;MONNIER;W;muguette.monnier@centralesupelec.fr;2016-10-05;2016-10-05;25.5;2017
2206687;Marie Paule;GODEFROY;F;marie paule.godefroy@centralesupelec.fr;2016-10-03;2016-10-03;25.5;2017
15560;Astride;MAROLLEAU;F;astride.marolleau@centralesupelec.fr;2016-10-13;2016-10-13;25.5;2017
4478217;Bénédicte;BOUHIRON;W;benedicte.bouhiron@centralesupelec.fr;2016-10-18;2016-10-18;25.5;2017
2892019;Fatima;PONTONNIER;W;fatima.pontonnier@centralesupelec.fr;2016-10-22;2016-10-22;25.5;2017
1663405;Lilianne;BUCHER;F;lilianne.bucher@centralesupelec.fr;2016-09-28;2016-09-28;25.5;2017
9976281;Jean-Richard;RAPICAULT;M;jean-richard.rapicault@centralesupelec.fr;2016-09-29;2016-09-29;25.5;2017
1710322;Siegfried;GRANDIN;H;siegfried.grandin@centralesupelec.fr;2016-10-21;2016-10-21;25.5;2017
3805079;Antonin;CHESNE;garçon;antonin.chesne@centralesupelec.fr;2016-10-23;2016-10-23;25.5;2017
2854528;Yannik;MANDIN;garçon;yannik.mandin@centralesupelec.fr;2016-10-21;2016-10-21;25.5;2017
3615984;Corinne;SAVARIT;H;corinne.savarit@centralesupelec.fr;2016-10-23;2016-10-23;25.5;2017
7970054;Soraya;BRECHET;F;soraya.brechet@centralesupelec.fr;2016-09-24;2016-09-24;25.5;2017
5261469;Veronique;PAVIE;fille;veronique.pavie@centralesupelec.fr;2016-09-28;2016-09-28;25.5;2017
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@centralesupelec.fr;2016-10-04;2016-10-04;25.5;2017
3228023;Gaël;BOUGET;garçon;gael.bouget@centralesupelec.fr;2016-09-22;;25.5;2017
583497;Gaelle;MAHOT;fille;gaelle.mahot@centralesupelec.fr;2016-09-13;2016-09-13;25.5;2017
8826644;Marguerite;RAPICAULT;F;marguerite.rapicault@centralesupelec.fr;2016-09-30;2016-09-30;25.5;2017
1954763;Emile;RICHER;H;emile.richer@centralesupelec.fr;2016-10-08;2016-10-08;25.5;2017
6804773;Aurélien;HOMER;garçon;aurelien.homer@centralesupelec.fr;2016-10-21;2016-10-21;25.5;2017
7327945;Dolorès;GAUGAIN;fille;dolores.gaugain@centralesupelec.fr;2016-10-08;2016-10-08;25.5;2017
1535695;Monique;HARDOUIN;garçon;monique.hardouin@centralesupelec.fr;2016-10-05;2016-10-05;25.5;2017
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@centralesupelec.fr;2016-10-18;;25.5;2017
9396096;Claude;MAROT;F;claude.marot@centralesupelec.fr;2016-10-05;2016-11-04;25.5;2017
9179052;Georgette;SALLE;garçon;georgette.salle@centralesupelec.fr;2016-09-19;2016-09-19;25.5;2017
7777355;Marie-Hélène;BENETEAU;garçon;marie-helene.beneteau@centralesupelec.fr;2016-10-17;2016-10-17;25.5;2017
2385208;Bertille;MOUILLE;W;bertille.mouille@centralesupelec.fr;2016-10-09;2016-11-08;25.5;2017
3654438;Walter;LAVENIER;H;walter.lavenier@centralesupelec.fr;2016-10-17;2016-10-17;25.5;2017
9710923;Yannick;VEAU;F;yannick.veau@centralesupelec.fr;2016-09-16;2016-09-16;25.5;2017
8024999;Pierre-Michel;LOISON;M;pierre-michel.loison@centralesupelec.fr;2016-10-06;2016-10-06;25.5;2017
912013;Bénédicte;CARRE;garçon;benedicte.carre@centralesupelec.fr;2016-10-10;2016-10-10;25.5;2017
860488;Malou;PIFFARD;fille;malou.piffard@centralesupelec.fr;2016-10-18;2016-10-18;25.5;2017
785189;Philippe;POINTEAU;M;philippe.pointeau@centralesupelec.fr;2016-09-26;2016-09-26;25.5;2017
9061188;Omar;BERTAUD;H;omar.bertaud@centralesupelec.fr;2016-10-05;2016-10-05;25.5;2017
9585535;Félicie;SOULARD;fille;felicie.soulard@centralesupelec.fr;2016-09-14;2016-09-14;25.5;2017
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@centralesupelec.fr;2016-09-18;2016-10-18;25.5;2017
4049986;Natalie;MILLERAND;F;natalie.millerand@centralesupelec.fr;2016-09-27;;25.5;2017
1542780;Peggy;GENDRY;W;peggy.gendry@centralesupelec.fr;2016-09-14;2016-10-14;25.5;2017
4207744;Gaby;PANNEAU;H;gaby.panneau@centralesupelec.fr;2016-10-01;2016-10-01;25.5;2017
1116284;Marian;LEMAITRE;garçon;marian.lemaitre@centralesupelec.fr;2016-10-03;2016-10-03;25.5;2017
7706672;Vivien;CHEVAL;M;vivien.cheval@centralesupelec.fr;2016-09-26;2016-09-26;25.5;2017
4433959;Marie-Helene;NOEL;F;marie-helene.noel@centralesupelec.fr;2016-10-18;2016-10-18;25.5;2017
1884033;Carine;REVEILLERE;F;carine.reveillere@centralesupelec.fr;2016-10-22;2016-10-22;25.5;2017
8387309;Joël;HARDOU;F;joel.hardou@centralesupelec.fr;2016-09-13;2016-10-13;25.5;2017
866293;Lise-Marie;SAUVETRE;W;lise-marie.sauvetre@centralesupelec.fr;2016-10-19;2016-11-18;25.5;2017
9492774;Dorothée;PINARD;fille;dorothee.pinard@centralesupelec.fr;2016-09-15;2016-10-15;25.5;2017
423898;Hafida;BOUGREAU;W;hafida.bougreau@centralesupelec.fr;2016-10-22;2016-10-22;25.5;2017
1175545;Jacki;BEZIE;garçon;jacki.bezie@centralesupelec.fr;2016-09-26;2016-10-26;25.5;2017
494042;Katell;PAYRAUDEAU;F;katell.payraudeau@centralesupelec.fr;2016-10-22;2016-10-22;25.5;2017
8512871;Adeline;PIRONNEAU;W;adeline.pironneau@centralesupelec.fr;2016-09-12;2016-09-12;25.5;2017
1737366;Alvaro;LAMBERT;garçon;alvaro.lambert@centralesupelec.fr;2016-10-20;2016-11-19;25.5;2017
1950948;Marinette;CERISIER;fille;marinette.cerisier@centralesupelec.fr;2016-09-27;2016-09-27;25.5;2017
7761100;Karl;BOUTET;H;karl.boutet@centralesupelec.fr;2016-10-16;2016-10-16;25.5;2017
7009087;Daniela;POILANE;fille;daniela.poilane@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
6424608;Marie-Lise;JOUAN;F;marie-lise.jouan@centralesupelec.fr;2016-10-12;2016-10-12;25.5;2017
4121585;Colombe;LENOGUE;fille;colombe.lenogue@centralesupelec.fr;2016-10-21;2016-10-21;25.5;2017
7747843;Julio;COTTIN;M;julio.cottin@centralesupelec.fr;2016-10-06;2016-11-05;25.5;2017
4583912;Clothilde;BACHELOT;F;clothilde.bachelot@centralesupelec.fr;2016-09-23;2016-09-23;25.5;2017
4651705;Raphaële;PROVOST;W;raphaele.provost@centralesupelec.fr;2016-09-24;2016-09-24;25.5;2017
934964;Anny;VOISINE;fille;anny.voisine@centralesupelec.fr;2016-10-21;2016-10-21;25.5;2017
7224833;Mariannick;DERSOIR;F;mariannick.dersoir@centralesupelec.fr;2016-09-29;2016-10-29;25.5;2017
4647388;Pascale;BASSET;fille;pascale.basset@centralesupelec.fr;2016-10-15;2016-10-15;25.5;2017
4017805;Arsène;GALICHET;garçon;arsene.galichet@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
8261444;Anick;PICHAUD;W;anick.pichaud@centralesupelec.fr;2016-09-25;2016-09-25;25.5;2017
4884321;Geneviève;BLON;M;genevieve.blon@centralesupelec.fr;2016-10-22;2016-10-22;25.5;2017
5499953;Jim;GACHET;garçon;jim.gachet@centralesupelec.fr;2016-09-21;;25.5;2017
4407803;Mohamed;LACROIX;garçon;mohamed.lacroix@centralesupelec.fr;2016-10-18;2016-10-18;25.5;2017
606392;Cédric;ANDORIN;H;cedric.andorin@centralesupelec.fr;2016-09-25;;25.5;2017
455954;Florian;DIDIER;H;florian.didier@centralesupelec.fr;2016-09-11;2016-10-11;25.5;2017
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@centralesupelec.fr;2016-10-17;2016-10-17;25.5;2017
923898;Alban;PERRAY;H;alban.perray@centralesupelec.fr;2016-10-23;2016-11-22;25.5;2017
5568177;Jean-Guillaume;BORDEAU;H;jean-guillaume.bordeau@centralesupelec.fr;2016-10-08;2016-10-08;25.5;2017
3928901;Jluc;DESCHAMPS;H;jluc.deschamps@centralesupelec.fr;2016-10-09;2016-10-09;25.5;2017
3887446;Yolène;FRUCHET;F;yolene.fruchet@centralesupelec.fr;2016-10-06;2016-10-06;25.5;2017
2284632;Jean-Hervé;DA SILVA;H;jean-herve.da silva@centralesupelec.fr;2016-10-03;2016-11-02;25.5;2017
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@centralesupelec.fr;2016-09-22;2016-09-22;25.5;2017
1674550;Vivian;HACAULT;garçon;vivian.hacault@centralesupelec.fr;2016-09-16;2016-09-16;25.5;2017
9848855;Lysianne;BEILLARD;fille;lysianne.beillard@centralesupelec.fr;2016-10-09;2016-10-09;25.5;2017
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@centralesupelec.fr;2016-10-22;2016-10-22;25.5;2017
9483832;Carmelo;BARBIN;M;carmelo.barbin@centralesupelec.fr;2016-09-12;2016-09-12;25.5;2017
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@centralesupelec.fr;2016-09-15;2016-09-15;25.5;2017
1143837;Sergio;BOURON;garçon;sergio.bouron@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@centralesupelec.fr;2016-09-20;;25.5;2017
492491;Stéphan;OUVRARD;garçon;stephan.ouvrard@centralesupelec.fr;2016-10-17;2016-10-17;25.5;2017
1032378;Frantz;PREZELIN;M;frantz.prezelin@centralesupelec.fr;2016-10-26;2016-10-26;25.5;2017
1003065;Jean-Frédéric;DAVIAUD;M;jean-frederic.daviaud@centralesupelec.fr;2016-09-11;2016-09-11;25.5;2017
3121003;Marie Line;DESGRE;fille;marie line.desgre@centralesupelec.fr;2016-09-11;2016-10-11;25.5;2017
6124965;Marie Jeanne;RICHE;F;marie jeanne.riche@centralesupelec.fr;2016-09-23;2016-09-23;25.5;2017
6723978;Jean Bernard;BLANCHET;M;jean bernard.blanchet@centralesupelec.fr;2016-09-30;2016-10-30;25.5;2017
1696413;Pierre André;LIZE;M;pierre andre.lize@centralesupelec.fr;2016-09-24;2016-10-24;25.5;2017
7076940;Michele;FAUCHARD;M;michele.fauchard@centralesupelec.fr;2016-09-15;2016-10-15;25.5;2017
7341242;Richard;CRASNIER;garçon;richard.crasnier@centralesupelec.fr;2016-10-26;2016-10-26;25.5;2017
5679520;Ismaël;DIXNEUF;M;ismael.dixneuf@centralesupelec.fr;2016-09-11;2016-09-11;25.5;2017
4167770;Annonciade;GODIN;W;annonciade.godin@centralesupelec.fr;2016-10-06;2016-10-06;25.5;2017
1579065;Francis;LATTE;M;francis.latte@centralesupelec.fr;2016-10-18;2016-10-18;25.5;2017
5564971;Rachida;COUVREUX;F;rachida.couvreux@centralesupelec.fr;2016-10-17;2016-10-17;25.5;2017
8851085;Coralie;LATTE;W;coralie.latte@centralesupelec.fr;2016-10-05;2016-10-05;25.5;2017
36833;Octave;HIVERT;M;octave.hivert@centralesupelec.fr;2016-10-19;2016-10-19;25.5;2017
7779709;Valerie;FRAQUET;H;valerie.fraquet@centralesupelec.fr;2016-10-11;2016-10-11;25.5;2017
7889033;Coralie;CHEVET;W;coralie.chevet@centralesupelec.fr;2016-10-26;2016-11-25;25.5;2017
7908933;Stéphane;BAUDOUIN;M;stephane.baudouin@centralesupelec.fr;2016-10-19;2016-10-19;25.5;2017
7323499;Donald;TISON;garçon;donald.tison@centralesupelec.fr;2016-09-30;2016-10-30;25.5;2017
9302400;Karim;NAULEAU;H;karim.nauleau@centralesupelec.fr;2016-10-06;2016-10-06;25.5;2017
1178592;Christine;PROUST;H;christine.proust@centralesupelec.fr;2016-10-14;2016-10-14;25.5;2017
8132386;Mounir;HERBERT;garçon;mounir.herbert@centralesupelec.fr;2016-10-25;2016-10-25;25.5;2017
6519861;Stephane;PERCHERON;H;stephane.percheron@centralesupelec.fr;2016-10-13;2016-10-13;25.5;2017
9790480;Nordine;GRASSET;M;nordine.grasset@centralesupelec.fr;2016-10-06;2016-10-06;25.5;2017
40525;Renee;HOUDIN;W;renee.houdin@centralesupelec.fr;2016-10-24;2016-10-24;25.5;2017
4424888;Norbert;DELOUCHE;garçon;norbert.delouche@centralesupelec.fr;2016-09-13;2016-09-13;25.5;2017
979747;Suzanne;POUPELIN;fille;suzanne.poupelin@centralesupelec.fr;2016-09-14;2016-09-14;25.5;2017
7298401;Gwenaelle;LAVENIER;F;gwenaelle.lavenier@centralesupelec.fr;2016-10-15;2016-10-15;25.5;2017
127028;Gilda;MENET;fille;gilda.menet@centralesupelec.fr;2016-09-11;2016-10-11;25.5;2017
3859477;Narcisse;DALIFARD;M;narcisse.dalifard@centralesupelec.fr;2016-10-19;2016-10-19;25.5;2017
93782;Suzanne;AUBRY;H;suzanne.aubry@centralesupelec.fr;2016-09-14;2016-09-14;25.5;2017
8156351;Eugène;ANDRE;M;eugene.andre@centralesupelec.fr;2016-10-07;2016-10-07;25.5;2017
5749366;Marie-Angèle;RIVRON;W;marie-angele.rivron@centralesupelec.fr;2016-10-26;2016-10-26;25.5;2017
7875661;Luciano;CHAILLOU;H;luciano.chaillou@centralesupelec.fr;2016-10-02;2016-10-02;25.5;2017
8018418;Marianne;GALLET;M;marianne.gallet@centralesupelec.fr;2016-09-22;2016-09-22;25.5;2017
