stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
4631172;Hamid;ALLUSSE;H;hamid.allusse@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
4631172;Hamid;ALLUSSE;H;hamid.allusse@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
4631172;Hamid;ALLUSSE;H;hamid.allusse@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
455954;Florian;DIDIER;H;florian.didier@centralesupelec.fr;member;Impact;
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@centralesupelec.fr;member;Sono;
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2284632;Jean-Hervé;DA SILVA;H;jean-herve.da silva@centralesupelec.fr;member;Impact;
2605131;Romain;BLANCHARD;H;romain.blanchard@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2605131;Romain;BLANCHARD;H;romain.blanchard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2605131;Romain;BLANCHARD;H;romain.blanchard@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6119439;Alison;CONSTANTIN;fille;alison.constantin@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4493579;Karine;MAINDRON;garçon;karine.maindron@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9483832;Carmelo;BARBIN;M;carmelo.barbin@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9483832;Carmelo;BARBIN;M;carmelo.barbin@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9483832;Carmelo;BARBIN;M;carmelo.barbin@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6360966;Eddie;PELLUAU;garçon;eddie.pelluau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8171384;Thérèse-Marie;PICARD;fille;therese-marie.picard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8171384;Thérèse-Marie;PICARD;fille;therese-marie.picard@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9896491;Raphaelle;BUSSON;fille;raphaelle.busson@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5879679;Siméon;CHATAIGNER;garçon;simeon.chataigner@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3280740;Emilienne;BRANCHU;W;emilienne.branchu@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@centralesupelec.fr;member;Sono;
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@centralesupelec.fr;member;Impact;
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8200792;David;MAILLET;W;david.maillet@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8200792;David;MAILLET;W;david.maillet@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8200792;David;MAILLET;W;david.maillet@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
1696413;Pierre André;LIZE;M;pierre andre.lize@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1696413;Pierre André;LIZE;M;pierre andre.lize@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
697403;Romuald;ROCHAIS;garçon;romuald.rochais@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
697403;Romuald;ROCHAIS;garçon;romuald.rochais@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
697403;Romuald;ROCHAIS;garçon;romuald.rochais@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2338037;Anicet;PAUL;garçon;anicet.paul@centralesupelec.fr;member;Sono;
2338037;Anicet;PAUL;garçon;anicet.paul@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
5559063;Magali;BLAITEAU;M;magali.blaiteau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1829605;Ariane;BOULLAIS;W;ariane.boullais@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7889033;Coralie;CHEVET;W;coralie.chevet@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
7889033;Coralie;CHEVET;W;coralie.chevet@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
7889033;Coralie;CHEVET;W;coralie.chevet@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6734111;Théo;DELARUE;M;theo.delarue@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6734111;Théo;DELARUE;M;theo.delarue@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
4131535;Marie-Alice;LEGRAND;W;marie-alice.legrand@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
4131535;Marie-Alice;LEGRAND;W;marie-alice.legrand@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9302400;Karim;NAULEAU;H;karim.nauleau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9302400;Karim;NAULEAU;H;karim.nauleau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1178592;Christine;PROUST;H;christine.proust@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1178592;Christine;PROUST;H;christine.proust@centralesupelec.fr;member;Sono;
2077845;Fatiha;TESSIER;W;fatiha.tessier@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
2077845;Fatiha;TESSIER;W;fatiha.tessier@centralesupelec.fr;member;Impact;
2077845;Fatiha;TESSIER;W;fatiha.tessier@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4244014;Thiery;LECLAIR;M;thiery.leclair@centralesupelec.fr;member;Sono;
2708101;Jean-Marie;TAVEAU;garçon;jean-marie.taveau@centralesupelec.fr;member;Impact;
2708101;Jean-Marie;TAVEAU;garçon;jean-marie.taveau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
2708101;Jean-Marie;TAVEAU;garçon;jean-marie.taveau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4988197;Dorothee;FEVRIER;F;dorothee.fevrier@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4988197;Dorothee;FEVRIER;F;dorothee.fevrier@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
4988197;Dorothee;FEVRIER;F;dorothee.fevrier@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
93782;Suzanne;AUBRY;H;suzanne.aubry@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
93782;Suzanne;AUBRY;H;suzanne.aubry@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
93782;Suzanne;AUBRY;H;suzanne.aubry@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8156351;Eugène;ANDRE;M;eugene.andre@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8156351;Eugène;ANDRE;M;eugene.andre@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8018418;Marianne;GALLET;M;marianne.gallet@centralesupelec.fr;member;Sono;
8018418;Marianne;GALLET;M;marianne.gallet@centralesupelec.fr;member;Impact;
4226631;Thierry;MIGNOT;M;thierry.mignot@centralesupelec.fr;member;Impact;
6032026;Guylène;MORIN;F;guylene.morin@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9921861;Sylvestre;DEVY;H;sylvestre.devy@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5224127;Ernestine;BELANGER;F;ernestine.belanger@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5224127;Ernestine;BELANGER;F;ernestine.belanger@centralesupelec.fr;member;Impact;
4022307;Corine;HOMER;fille;corine.homer@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4022307;Corine;HOMER;fille;corine.homer@centralesupelec.fr;member;Sono;
9629022;Cendrine;BOURBON;fille;cendrine.bourbon@centralesupelec.fr;member;Impact;
378085;Prosper;HUCHON;H;prosper.huchon@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
7183635;Marie-Jeanne;DUBREUIL;garçon;marie-jeanne.dubreuil@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7183635;Marie-Jeanne;DUBREUIL;garçon;marie-jeanne.dubreuil@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8667146;Jeremy;AUBINEAU;H;jeremy.aubineau@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
8667146;Jeremy;AUBINEAU;H;jeremy.aubineau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
6218844;Meriem;CHUDEAU;W;meriem.chudeau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
8449224;Ahmed;LHERMITEAU;H;ahmed.lhermiteau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
8449224;Ahmed;LHERMITEAU;H;ahmed.lhermiteau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6066463;Janick;COUDERT;W;janick.coudert@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6066463;Janick;COUDERT;W;janick.coudert@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
6066463;Janick;COUDERT;W;janick.coudert@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7367140;Joël;GRIFFON;fille;joel.griffon@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7367140;Joël;GRIFFON;fille;joel.griffon@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9754036;Dorothée;BIENVENU;W;dorothee.bienvenu@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9754036;Dorothée;BIENVENU;W;dorothee.bienvenu@centralesupelec.fr;member;Impact;
9754036;Dorothée;BIENVENU;W;dorothee.bienvenu@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7279332;Lorène;TREMBLAY;W;lorene.tremblay@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
7279332;Lorène;TREMBLAY;W;lorene.tremblay@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7279332;Lorène;TREMBLAY;W;lorene.tremblay@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8559938;Rose-May;CRESPIN;W;rose-may.crespin@centralesupelec.fr;member;Impact;
8559938;Rose-May;CRESPIN;W;rose-may.crespin@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8559938;Rose-May;CRESPIN;W;rose-may.crespin@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
8298694;Diego;PETIT;H;diego.petit@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
8298694;Diego;PETIT;H;diego.petit@centralesupelec.fr;member;Sono;
8113264;Georges;TRICOT;garçon;georges.tricot@centralesupelec.fr;member;Sono;
8113264;Georges;TRICOT;garçon;georges.tricot@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7469007;Stephane;UZUREAU;garçon;stephane.uzureau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7469007;Stephane;UZUREAU;garçon;stephane.uzureau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7469007;Stephane;UZUREAU;garçon;stephane.uzureau@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7095740;Flora;HUBAULT;fille;flora.hubault@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7095740;Flora;HUBAULT;fille;flora.hubault@centralesupelec.fr;member;Sono;
660365;Annabel;CROSNIER;fille;annabel.crosnier@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3339188;Marie-Elisabeth;VIVION;W;marie-elisabeth.vivion@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3339188;Marie-Elisabeth;VIVION;W;marie-elisabeth.vivion@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3339188;Marie-Elisabeth;VIVION;W;marie-elisabeth.vivion@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
5810703;Severine;REBONDY;W;severine.rebondy@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
5810703;Severine;REBONDY;W;severine.rebondy@centralesupelec.fr;member;Sono;
3826518;Gina;BELANGER;W;gina.belanger@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9437095;Werner;HULLIN;M;werner.hullin@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9405837;Marinette;JURET;W;marinette.juret@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
5679002;Solenne;BLANCHARD;W;solenne.blanchard@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5679002;Solenne;BLANCHARD;W;solenne.blanchard@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9094742;Thérèse-Marie;THOMAS;F;therese-marie.thomas@centralesupelec.fr;member;Impact;
9094742;Thérèse-Marie;THOMAS;F;therese-marie.thomas@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9094742;Thérèse-Marie;THOMAS;F;therese-marie.thomas@centralesupelec.fr;member;Sono;
7489903;Davy;ALEXANDRE;M;davy.alexandre@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9413847;Tamara;CHOLET;fille;tamara.cholet@centralesupelec.fr;member;Impact;
9413847;Tamara;CHOLET;fille;tamara.cholet@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9413847;Tamara;CHOLET;fille;tamara.cholet@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7311187;Hugo;DESHAYES;M;hugo.deshayes@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8203047;Désiré;POTTIER;H;desire.pottier@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8203047;Désiré;POTTIER;H;desire.pottier@centralesupelec.fr;member;Sono;
3411639;Annaïck;CRETIN;F;annaick.cretin@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3411639;Annaïck;CRETIN;F;annaick.cretin@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3411639;Annaïck;CRETIN;F;annaick.cretin@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
8516750;Irénée;DEVEAU;garçon;irenee.deveau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
8516750;Irénée;DEVEAU;garçon;irenee.deveau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
8516750;Irénée;DEVEAU;garçon;irenee.deveau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5352488;Pauline;JOLIVET;F;pauline.jolivet@centralesupelec.fr;member;Impact;
7101049;Daniela;DINAND;fille;daniela.dinand@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6359723;Axel;POITOU;garçon;axel.poitou@centralesupelec.fr;member;Sono;
6359723;Axel;POITOU;garçon;axel.poitou@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6359723;Axel;POITOU;garçon;axel.poitou@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9428129;Florine;DUBIN;F;florine.dubin@centralesupelec.fr;member;Impact;
9428129;Florine;DUBIN;F;florine.dubin@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
5633652;Jerôme;FLECHEAU;M;jerome.flecheau@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5633652;Jerôme;FLECHEAU;M;jerome.flecheau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6976364;Juliana;BRECHETEAU;fille;juliana.brecheteau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9034456;Arnold;COUTAND;H;arnold.coutand@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
8710431;Richard;BLUTEAU;M;richard.bluteau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7662077;Gianni;BARBARIN;M;gianni.barbarin@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
7662077;Gianni;BARBARIN;M;gianni.barbarin@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
2038955;Roger;BOURSIER;garçon;roger.boursier@centralesupelec.fr;member;Sono;
2838672;Armel;BOCHEREAU;H;armel.bochereau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
4280311;Claire;COSNARD;garçon;claire.cosnard@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4280311;Claire;COSNARD;garçon;claire.cosnard@centralesupelec.fr;member;Sono;
4280311;Claire;COSNARD;garçon;claire.cosnard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3703398;Dalila;LEMAITRE;W;dalila.lemaitre@centralesupelec.fr;member;Impact;
3703398;Dalila;LEMAITRE;W;dalila.lemaitre@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3703398;Dalila;LEMAITRE;W;dalila.lemaitre@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8175073;Maggy;FRAPPREAU;F;maggy.frappreau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8175073;Maggy;FRAPPREAU;F;maggy.frappreau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
519831;Kathy;SALE;F;kathy.sale@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
519831;Kathy;SALE;F;kathy.sale@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
519831;Kathy;SALE;F;kathy.sale@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6274814;Marie-Pierre;CAILLE;H;marie-pierre.caille@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
